partner,geo\time,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
EU27,LU,: ,: ,: ,: ,: ,: ,: ,: ,: ,1404727,: ,: 
EU27,LV,: ,: ,: ,: ,: ,: ,: ,: ,: ,4803648,: ,: 
EU27,MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,461946,: ,: 
EU27,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,42745360 b,: ,: 
EU27,PL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: ,: 
EU27,PT,: ,: ,: ,: ,: ,: ,: ,: ,: ,13683200,: ,: 
EU27,RO,: ,: ,: ,: ,: ,: ,: ,: ,: ,16751441,: ,: 
EU27,SI,: ,: ,: ,: ,: ,: ,: ,: ,: ,2804613,: ,: 
EU27,SK,: ,: ,: ,: ,: ,: ,: ,: ,: ,6260342,: ,: 
EU27,UK,: ,: ,: ,: ,: ,: ,: ,: ,: ,146660665,: ,: 
EU28,AT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,20429827,: 
EU28,BE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,11525084,: 
EU28,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,3792181,: 
EU28,CH,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,10408346,: 
EU28,CY,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,2205199,: 
EU28,CZ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,30355964,: 
EU28,DE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,225241023,: 
EU28,DK,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,29983836 b,: 
EU28,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,778285814 e,: 
EU28,EE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,2585394,: 
EU28,EL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,5310538,: 
EU28,ES,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,129053227,124735058
EU28,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1096558349 e,: 
EU28,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1104452478 e,: 
EU28,FI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,37544717,36024041
EU28,FR,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,216646455,: 
EU28,HR,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,7915948,: 
EU28,HU,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,15273072,16511609
EU28,IE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,10792445,11043387
EU28,IT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,49594144,51456802 b
EU28,LT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,3838112,: 
EU28,LU,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1438117,1610788
EU28,LV,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,4048046,4198233
EU28,MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,482932,: 
EU28,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,39862871,: 
EU28,PL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
EU28,PT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,14586181,: 
EU28,RO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,17625273,: 
EU28,SI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,4231947,: 
EU28,SK,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,6660217 b,: 
EU28,UK,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,145141544,: 
EUR,AT,: ,: ,: ,: ,: ,: ,: ,: ,: ,20944753,21441778,: 
EUR,BE,: ,: ,: ,: ,: ,: ,: ,: ,: ,11453038,12142041,: 
EUR,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,3562831 b,3939349,: 
EUR,CH,: ,: ,: ,: ,: ,: ,: ,: ,: ,17264953,18156685,: 
EUR,CY,: ,: ,: ,: ,: ,: ,: ,: ,: ,2428735 b,2285505,: 
EUR,CZ,: ,: ,: ,: ,: ,: ,: ,: ,: ,32317582,30857418,: 
EUR,DE,: ,: ,: ,: ,: ,: ,: ,: ,: ,236459550,236341483,: 
EUR,DK,: ,: ,: ,: ,: ,: ,: ,: ,: ,28099393,30937527 b,: 
EUR,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,820363699 e,799400333 e,: 
EUR,EE,: ,: ,: ,: ,: ,: ,: ,: ,: ,2817346,2809140,: 
EUR,EL,: ,: ,: ,: ,: ,: ,: ,: ,: ,7049059,5535386,: 
EUR,ES,: ,: ,: ,: ,: ,: ,: ,: ,: ,135046531,130195683,125731664
EUR,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,1146823757 e,1125148766 e,: 
EUR,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,1155434899 e,1134127624 e,: 
EUR,FI,: ,: ,: ,: ,: ,: ,: ,: ,: ,39205554 b,38425214,36870616
EUR,FR,: ,: ,: ,: ,: ,: ,: ,: ,: ,219124095,218860203,: 
EUR,HR,: ,: ,: ,: ,: ,: ,: ,: ,: ,8631570,8987137,: 
EUR,HU,: ,: ,: ,: ,: ,: ,: ,: ,: ,18261848,15788647,17019195
EUR,IE,: ,: ,: ,: ,: ,: ,: ,: ,: ,10939785,10964795,11182326
EUR,IT,: ,: ,: ,: ,: ,: ,: ,: ,: ,63289852,50849034,52928013 b
EUR,LT,: ,: ,: ,: ,: ,: ,: ,: ,: ,4151337,4284626,: 
EUR,LU,: ,: ,: ,: ,: ,: ,: ,: ,: ,1506954,1532070,1712273
EUR,LV,: ,: ,: ,: ,: ,: ,: ,: ,: ,5134065,4369069,4532417
EUR,MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,475677,497807,: 
EUR,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,44339115 b,41337293,: 
EUR,PL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
EUR,PT,: ,: ,: ,: ,: ,: ,: ,: ,: ,13785524,14738507,: 
EUR,RO,: ,: ,: ,: ,: ,: ,: ,: ,: ,16814139,17665957,: 
EUR,SI,: ,: ,: ,: ,: ,: ,: ,: ,: ,4473269,4566096,: 
EUR,SK,: ,: ,: ,: ,: ,: ,: ,: ,: ,6923939,6780212 b,: 
EUR,UK,: ,: ,: ,: ,: ,: ,: ,: ,: ,149792179,148090431,: 
EUR_OTH,AT,: ,1263813,1026409,1307111,1262556,1109640,1273014,: u,1253220,223200,230504,: 
EUR_OTH,BE,194363,178254,116768,119646,78042,88057,77982,71451,: u,: u,32789 u,: 
EUR_OTH,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,48101 bu,35816 u,: 
EUR_OTH,CH,: ,: ,: ,: ,: ,: u,: u,: u,: u,: u,211811 u,: 
EUR_OTH,CY,85267,86242,21235,22089,24927,28870,20168,20086,22442,13696 bu,: u,: 
EUR_OTH,CZ,1335779,1217914,1015285,833068,994283,1172545,: u,: u,: u,: u,: u,: 
EUR_OTH,DE,: u,: u,: u,: u,: u,: u,: u,2418069,3129105,: u,: u,: 
EUR_OTH,DK,253000,234145,115687,141124,153540,86285,145975,134966,147001,: u,: u,: 
EUR_OTH,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,2724340 e,2658462 e,: 
EUR_OTH,EE,: ,: ,: ,: ,27088 e,: ,: u,: ,: ,: u,: u,: 
EUR_OTH,EL,179189,336896,447151,249403,273061,325207,294706,307576,126104,154239,154679,: 
EUR_OTH,ES,502575,574324,787094,: u,: u,: u,: u,: u,: u,668630,706653,640220
EUR_OTH,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,3733705 e,3579440 e,: 
EUR_OTH,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,4611532 e,4547913 e,: 
EUR_OTH,FI,2172000,2138000,35000,22000,48000,35000,32000,26000,44000,: u,: u,: u
EUR_OTH,FR,804000,1165000,833080,797926,904992,497777,545714,562762,568143,267616,292020,: 
EUR_OTH,HR,: ,: ,: ,: ,670702,620725,725482,557568,942752,862382,953411,: 
EUR_OTH,HU,: ,: ,648722,681585,763186,729900,526221,539430,544689,194112,181240,191484
EUR_OTH,IE,101000,97000,76000,73000,74000,72000,56000,: u,: u,36303 u,27488 u,23473 u
EUR_OTH,IT,1144606,2145482,1092919,1104912,1119787,1239526,1656830,1297025,1011138,532788 u,: u,924010 bu
EUR_OTH,LT,: ,825993,278651,220268,242715,263356,216762,231309,199042,166878,164470,: 
EUR_OTH,LU,24000,24000,11000,12000,10977,13936,15794,15007,16190,: u,9071 u,: u
EUR_OTH,LV,351763,346278,79719,66807,37253,38234,32185,31545,27112,82342,58147 u,75868 u
EUR_OTH,MT,: ,: ,: ,: ,: ,: ,3343,3163,2183,1477 u,: u,: 
EUR_OTH,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,76017 u,: 
EUR_OTH,NO,: ,184814,52732,101658,112933,: ,113519,148515,166071,: ,: ,: 
EUR_OTH,PL,780000,831000 e,465000,420000,440000,630000,404000,460000,378000 e,: u,: u,: 
EUR_OTH,PT,23474,24743,: ,: ,39623,: ,31867,52814,27939,: u,24320 u,: 
EUR_OTH,RO,: ,: ,22641,17236,27748,35363,36061,34425,16146,: u,: u,: 
EUR_OTH,SE,: ,: ,: ,181000,260000,199000,224000,208000,217000,: ,: ,: 
EUR_OTH,SI,1418968,1774121,1667919,1733682,1513135,1402539,1559000,1829000,1776000,254282,273124,: 
EUR_OTH,SK,627967,615385,426842,507746,578580,587544,509368,470392,578606,: u,: u,: 
EUR_OTH,UK,2162284,371226,477954,692799,673665,668159,648080,591760,1159688,239909,214472,: 
FI,AT,: ,13115,14300,22322,9274,10759,37896,: u,14388,: u,: u,: 
FI,BE,10808,25078,15842,10343,: ,31490,25017,: u,: u,: u,: u,: 
FI,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: ,: 
FI,CH,: ,: ,: ,: ,: ,: u,: ,: u,: u,: u,: u,: 
FI,CY,1339,1384,1628,2076,1556,1335,1120,1098,951,: u,: u,: 
FI,CZ,: u,: ,: ,: ,: ,: ,: ,: u,: ,: u,: u,: 
FI,DE,: ,: ,: u,: ,: u,: u,: u,: u,: u,: u,: u,: 
FI,DK,59800,53152,38967,43681,60351,20936,22254,78091,67443,154839 u,: u,: 
FI,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,31624865 e,31294647 e,: 
FI,EE,70764 e,: u,102721,: u,144859,: u,145384,: u,: u,238210,201534,: 
FI,EL,: ,: ,: ,: ,6285,: ,: ,1706,1949,: u,: u,: 
FI,ES,4058,5421,: ,: u,: u,: u,: u,: u,: u,47128 u,44221 u,: u
FI,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,32561710 e,32075598 e,: 
FI,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,32559023 e,32072072 e,: 
FI,FI,: ,: ,: ,: ,: ,: ,: ,: ,: ,30914699 b,30479221,28844933
FI,FR,24000,67000,89955,227976,65317,118398,74285,62056,62570,: u,: u,: 
FI,HR,: ,: ,: ,: ,: ,: ,: ,1222,2665,: u,: u,: 
FI,HU,: ,: ,16486,21553,16414,: u,: u,31884,15181,7811 u,7384 u,7512 u
FI,IE,8000,5000,12000,8000,12000,8000,9000,: u,: u,: u,: u,: u
FI,IT,: ,90590,20096,44060,45941,: ,46337,: ,: ,: u,: u,: u
FI,LT,: ,10112,9294,: u,14689,24997,19966,23748,21548,14836,18134,: 
FI,LU,5000,4000,7000,4000,2475,2684,2064,3301,5192,: u,6020 u,: u
FI,LV,15822,18399,20228,22464,16586,16815,31090,32149,36509,27717 u,: u,: u
FI,MT,: ,: ,: ,: ,332 e,: ,458,478,486,: u,: u,: 
FI,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
FI,NO,: ,193727,92756,125042,87931,84073,70768,54413,105877,: ,: ,: 
FI,PL,: ,: ,: ,: ,: ,: ,51000,0,0 e,: u,: u,: 
FI,PT,: ,: ,: ,: ,: ,: u,: ,2115,1776,: u,: ,: 
FI,RO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
FI,SE,: ,: ,: ,1524000,1177000,1288000,1260000,1312000,1396000,: ,: ,: 
FI,SI,: ,: u,: u,: ,: ,: u,: ,: u,: u,: u,: u,: 
FI,SK,: ,: ,: ,: ,: ,: ,: ,0,8276,: u,: u,: 
FI,UK,123064,125038,93804,157255,171106,163024,133116,93864,105906,100866,149472,: 
FR,AT,: ,265631,247268,283711,332265,286391,361914,: u,283909,369961,365121,: 
FR,BE,2466617,2936290,3045456,2518360,3040027,3087110,2829274,2997873,3202312,3049870,3418888,: 
FR,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
FR,CH,: ,: ,: ,: ,: ,: u,: u,: u,: u,2022656,1975523,: 
FR,CY,15218,21624,21725,21073,20629,26326,21715,23405,20711,23142 b,17985 u,: 
FR,CZ,347695,414155,278082,286808,54817,258853,: u,: u,: u,247274,275138,: 
FR,DE,: u,: u,: u,: u,5049148,6216428,5814794,6190303,5882870,5525894,5222570,: 
FR,DK,504800,425998,450847,479723,472601,463857,353476,342904,476766,433317,479644 b,: 
FR,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,217107539 e,215195948 e,: 
FR,EE,: ,: ,: ,: ,: u,: ,: u,: u,: ,40460 u,28987 u,: 
FR,EL,21340,51143,89085,42180,56597,79413,70704,98633,45271,23143 u,37349,: 
FR,ES,890322,1026079,1987444,1850718,1905543,1965434,2471396,2383045,2056581,2064921,1608141,1788883
FR,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,229781500 e,227616310 e,: 
FR,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,229821391 e,227725945 e,: 
FR,FI,115000,100000,128000,134000,126000,125000,141000,178000,188000,233027 b,256594,223909
FR,FR,: ,: ,0,0,0,0,0,0,0,200379660,199530099,: 
FR,HR,: ,: ,: ,: ,101762,71689,108125,71411,73086,74750 u,138708 u,: 
FR,HU,: ,: ,194136,130264,: u,19910,230964,141401,177212,139561,141166,133295
FR,IE,358000,403000,463000,527000,633000,667000,543000,457000,334000,476963,442524,478770
FR,IT,2574501,2272206,2668901,2529212,2881365,3424818,3104848,2263338,2233077,2001941,1251783,1875943 b
FR,LT,: ,20981,18469,24669,42350,34607,22258,23401,24489,31868,21733,: 
FR,LU,313000,322000,347000,308000,317717,342784,385279,346707,363322,362526,384149,375748
FR,LV,23687,10658,22783,21260,25581,33120,35834,7653,63006,: u,: u,: u
FR,MT,: ,: ,: ,: ,13793 e,: ,13018,12977,10237,15975,15644,: 
FR,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,2182762 b,2265138,: 
FR,NO,: ,283640,261386,347831,277919,329805,270622,303555,340245,: ,: ,: 
FR,PL,340000,201000 e,341000,181000,420000,286000,190000,415000,363000 e,: u,: u,: 
FR,PT,158031,155177,: ,: ,150716,: u,164248,152942,147959,193635,187636,: 
FR,RO,: ,: ,20186,19229,: ,25095,26912,25475,: ,: u,: u,: 
FR,SE,: ,: ,: ,443000,95000,65000,18000,59000,66000,: ,: ,: 
FR,SI,41222,43572,49553,51769,50904,71299,59000,57000,61000,43178 u,50505,: 
FR,SK,85148,76908,76761,90003,102824,86177,96002,56062,70775,: u,: u,: 
FR,UK,7529563,6567403,6769579,7796995,8282828,8343686,7654352,7176911,7183575,7251256,7303779,: 
HR,AT,: ,: ,: ,: ,: ,: ,: ,: ,: ,1124665,985410,: 
HR,BE,: ,: ,: ,: ,: ,: ,: ,: ,: ,63888 u,99363,: 
HR,CH,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
HR,CY,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
HR,CZ,: ,: ,: ,: ,: ,: ,: ,: ,: ,810769,816292,: 
HR,DE,: ,: ,: ,: ,: ,: ,: ,: ,: ,2038609,1962039,: 
HR,DK,: ,: ,: ,: ,: ,: ,: ,: ,: ,95621 u,88874 bu,: 
HR,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,6388719 e,6181280 e,: 
HR,EE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
HR,EL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
HR,ES,: ,: ,: ,: ,: ,: ,: ,: ,: ,49267,47739 u,64539
HR,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,8215546 e,8384764 e,: 
HR,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,14382752 e,14710049 e,: 
HR,FI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,67345 u,: u
HR,FR,: ,: ,: ,: ,: ,: ,: ,: ,: ,250427,262604,: 
HR,HR,: ,: ,: ,: ,: ,: ,: ,: ,: ,6055907,6224881,: 
HR,HU,: ,: ,: ,: ,: ,: ,: ,: ,: ,236785,192316,238435
HR,IE,: ,: ,: ,: ,: ,: ,: ,: ,: ,23407 u,39984 u,48348 u
HR,IT,: ,: ,: ,: ,: ,: ,: ,: ,: ,850726,573107,361654 bu
HR,LT,: ,: ,: ,: ,: ,: ,: ,: ,: ,11042,12497 u,: 
HR,LU,: ,: ,: ,: ,: ,: ,: ,: ,: ,8716 u,7900 u,9141 u
HR,LV,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u
HR,MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,1812 u,2219 u,: 
HR,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,158417 b,141018,: 
HR,PL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
HR,PT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
HR,RO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
HR,SI,: ,: ,: ,: ,: ,: ,: ,: ,: ,1351357,1448964,: 
HR,SK,: ,: ,: ,: ,: ,: ,: ,: ,: ,390686,510214 b,: 
HR,UK,: ,: ,: ,: ,: ,: ,: ,: ,: ,245985,347357,: 
HU,AT,: ,344474,473503,440572,465660,406241,432596,: u,300841,404967,335283,: 
HU,BE,36756,30219,54132,49057,26283,82306,14709,: u,: u,78692 u,68978,: 
HU,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
HU,CH,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: u,: 
HU,CY,6739,6918,7088,9328,7557,9527,10460,11407,11625,: u,: u,: 
HU,CZ,163911,: u,143320,109394,: u,274370,: u,: u,: u,213518,175087,: 
HU,DE,: u,: u,: u,: u,: u,: u,: u,: u,888026,1157818 u,1199237 u,: 
HU,DK,38700,: ,53581,37865,46201,33661,56646,23731,47087,90424 u,: u,: 
HU,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,2601357 e,2400672 e,: 
HU,EE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
HU,EL,: ,: ,: ,8353,: ,24152,31765,3417,11055,: u,: u,: 
HU,ES,9660,18157,: ,: u,: u,: u,: u,: u,: u,61196 u,69239 u,57310 u
HU,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,18333246 e,15426375 e,: 
HU,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,18395007 e,15530073 e,: 
HU,FI,34000,60000,51000,59000,74000,45000,59000,62000,55000,67014 bu,73884 u,104822 u
HU,FR,145000,166000,217305,201856,137395,172566,129512,183738,121423,91749 u,136824 u,: 
HU,HR,: ,: ,: ,: ,82990,88127,96141,73971,56730,63473 u,104123 u,: 
HU,HU,: ,: ,: ,: ,: ,: ,: ,0,0,14443023,11911423,12583784
HU,IE,12000,20000,25000,30000,27000,30000,22000,: u,: u,: u,22885 u,: u
HU,IT,125970,178520,200418,136019,43694,147108,171949,: ,256235,: u,211330 u,: u
HU,LT,: ,1394,3399,: u,: u,: u,: u,: u,: u,4540 u,: u,: 
HU,LU,5000,7000,4000,6000,3732,6077,9034,5450,5745,6329 u,: u,7896 u
HU,LV,5901,4320,2047,10224,5272,: u,990,2061,8885,: u,: u,: u
HU,MT,: ,: ,: ,: ,794 e,: ,1175,1337,2014,1796 u,2976 u,: 
HU,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,155897 b,117194 u,: 
HU,NO,: ,: ,: ,45572,30534,20982,31701,34064,49081,: ,: ,: 
HU,PL,: ,105000 e,177000,173000,126000,164000,: ,94000,58000 e,: u,: u,: 
HU,PT,: ,: ,: ,: ,8741,: ,7694,15309,17066,: u,: u,: 
HU,RO,: ,: ,35982,42332,94121,120674,130299,105532,: ,96607,126290,: 
HU,SE,: ,: ,: ,66000,113000,70000,121000,107000,121000,: ,: ,: 
HU,SI,26867,34418,33591,38092,: u,: u,: u,60000,42000,33589 u,27201 u,: 
HU,SK,313223,304616,240593,239657,249403,242375,244010,244870,250324,282851,108967 bu,: 
HU,UK,108778,173481,232967,285125,273956,255491,219780,238343,263542,291685,316279,: 
IE,AT,: ,55303,51371,37582,80111,33812,80320,: u,85877,57057 u,98354 u,: 
IE,BE,41512,41911,43212,18934,22251,51590,37017,: u,49251,: u,41566 u,: 
IE,CH,: ,: ,: ,: ,: ,: u,: ,: u,: u,: u,: u,: 
IE,CY,1248,1298,1889,1774,2001,1342,951,1247,948,: u,: u,: 
IE,CZ,: ,: ,: ,: u,316345,: ,: ,: u,: ,: u,: u,: 
IE,DE,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,816946 u,: 
IE,DK,32100,19900,30312,27697,39325,44328,32865,21795,31233,: u,: u,: 
IE,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,6918245 e,7430222 e,: 
IE,EE,: ,: ,: ,: ,: u,: ,: ,: ,: ,: u,: u,: 
IE,EL,: ,: ,: ,: ,: ,24966,5013,3658,2616,: u,: u,: 
IE,ES,50346,32338,132681,: u,: u,: u,: u,: u,: u,115754,150476,106157
IE,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,9269018 e,9873454 e,: 
IE,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,9269645 e,9874424 e,: 
IE,FI,25000,21000,26000,23000,34000,34000,18000,27000,24000,: u,: u,: u
IE,FR,158000,223000,327064,392682,245568,284286,223025,220319,344410,283625,268249,: 
IE,HR,: ,: ,: ,: ,: ,: ,: ,0,1585,: u,: u,: 
IE,HU,: ,: ,3295,: u,: u,94513,: u,: u,15467,7444,9665,7344 u
IE,IE,: ,: ,: ,: ,: ,: ,: ,: ,: u,5816063,5869160,6020143
IE,IT,213517,64847,158152,168347,: ,178970,131382,110890,138216,: u,: u,: u
IE,LT,: ,1403,4583,20002,37887,82513,31143,33318,45541,54718,60411,: 
IE,LU,6000,7000,10000,7000,7311,8298,6966,7891,9746,9458 u,6576 u,12700 u
IE,LV,: u,: u,3256,11218,13439,7533,10284,11034,15241,: u,: u,: u
IE,MT,: ,: ,: ,: ,2872 e,: ,2090,2501,2836,3445,3411,: 
IE,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,69541 bu,83721 u,: 
IE,NO,: ,44006,28916,34764,: ,41800,56061,40096,57663,: ,: ,: 
IE,PL,: ,: ,: ,: ,143000,231000,: ,89000,83000 e,: u,: u,: 
IE,PT,: ,: ,: ,: ,: ,: ,4883,3232,7629,: u,: u,: 
IE,RO,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
IE,SE,: ,: ,: ,61000,425000,395000,324000,380000,455000,: ,: ,: 
IE,SI,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: 
IE,SK,: ,: ,: ,23171,43188,23517,: ,8486,16694,: u,: ,: 
IE,UK,2105118,2152585,2273907,4013901,3552022,3374547,3082860,2543814,2717599,1965902,2015345,: 
IS,AT,: ,: ,: ,10882,: ,11001,28287,: ,14545,: u,: u,: 
IS,BE,: ,: ,4642,: ,: ,: ,8543,0,: u,: u,: u,: 
IS,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: 
IS,CH,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: 
IS,CY,: ,104,53,: ,99,: ,196,33,218,: ,: ,: 
IS,DE,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: 
IS,DK,25600,4910,42891,35547,21044,25515,53227,38934,36459,: u,: u,: 
IS,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,255244 e,322801 e,: 
IS,EE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
IS,EL,: ,: ,: ,: ,: ,: ,: ,0,0,: u,: ,: 
IS,ES,1643,: ,18473,: ,: ,: ,: ,: u,: u,: u,: u,: u
IS,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,371927 e,484689 e,: 
IS,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,374237 e,484622 e,: 
IS,FI,: ,3000,7000,7000,8000,15000,15000,15000,9000,: u,: u,: u
IS,FR,34000,: ,62174,39094,34708,41318,39631,45458,82388,: u,: u,: 
IS,HR,: ,: ,: ,: ,: ,: ,: ,0,0,: u,: ,: 
IS,HU,: ,: ,: ,: u,: ,: ,: u,: u,383,: u,: u,: u
IS,IE,: ,: ,: ,: ,6000,3000,: ,: u,: u,: u,: u,: u
IS,IT,: ,: ,: ,: ,: ,32495,: ,: ,: ,: u,: ,: 
IS,LT,: ,: ,961,: u,: u,: u,: ,: u,: u,: u,: u,: 
IS,LU,: ,: ,: ,: ,254,3452,3456,1189,1930,: u,: u,: u
IS,LV,: u,: ,: ,: ,1488,: ,: ,756,3611,: u,: ,: 
IS,MT,: ,: ,: ,: ,34 e,: ,0,0,0,: u,: u,: 
IS,NL,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: 
IS,NO,: ,40880,20775,30812,27745,48682,64274,48048,35031,: ,: ,: 
IS,PL,: ,: ,: ,37000,: ,: ,: ,0,0 e,: u,: u,: 
IS,PT,: ,: ,: ,: ,: ,: ,: ,1348,0,: ,: ,: 
IS,SE,: ,: ,: ,36000,45000,39000,35000,31000,53000,: ,: ,: 
IS,SI,: u,: ,: ,: u,: ,: ,: ,: u,0,: u,: u,: 
IS,SK,: ,: ,: ,: ,: ,: ,: ,4082,0,: u,: ,: 
IS,UK,49009,47951,59467,91450,91408,74554,51677,115857,59261,76514,120623,: 
IT,AT,: ,1760463,1545552,1920910,1715312,1766106,1893246,: u,1973079,2083443,1931613,: 
IT,BE,492339,632472,649001,627085,573197,656081,606797,554787,761997,651699,773175,: 
IT,BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,27946 bu,29111 u,: 
IT,CH,: ,: ,: ,: ,: ,: u,: u,: u,: u,1913369,1723806,: 
IT,CY,13300,13684,17041,17235,21196,27556,19946,23370,26461,34158 b,33481,: 
IT,CZ,607643,565296,708454,587209,679824,790258,: u,: u,: u,675128,603604,: 
IT,DE,: u,: u,: u,: u,10082879,9620743,11370972,11873557,11506305,10734702,10471824,: 
IT,DK,334200,314322,319392,418069,515536,399406,401121,386329,498047,426921,584845 b,: 
IT,EA,: ,: ,: ,: ,: ,: ,: ,: ,: ,71193828 e,60772784 e,: 
IT,EE,: ,: ,: ,: ,: u,: ,: ,: ,: ,: u,41084 u,: 
IT,EL,89917,126832,156384,108412,129634,167539,143421,69037,63228,43892,76389,: 
IT,ES,437866,422882,776671,: u,1095412,943201,1083720,1377726,1415227,1190017,997727,1087786
IT,EU27,: ,: ,: ,: ,: ,: ,: ,: ,: ,77336159 e,66897822 e,: 
